stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"70068","FLAMINIA- NITTI","41.9465909221421","12.4738060430164","0",""
"70069","FLAMINIA- MORLUPO","41.9477222477715","12.4764346250891","0",""
"70070","CORSO VITTORIO EMANUELE- TASSONI","41.8989436560206","12.4670870320014","0",""
"70071","FLAMINIA- CAPPELLI","41.9489049525412","12.478453261943","0",""
"70072","CORSO VITTORIO EMANUELE- CHIESA NUOVA","41.8974841261116","12.4696159262853","0",""
"70073","CORSO VITTORIO EMANUELE- NAVONA","41.8970025546606","12.4717705760711","0",""
"70074","FLAMINIA- MONTEROSI","41.9509128344139","12.4811038906238","0",""
"70075","LITORANEA- VARCO 2","41.6698851031697","12.3990018031427","0",""
"70076","LITORANEA- VARCO 3","41.6649624737357","12.4050919353166","0",""
"70078","PIAZZA VENEZIA","41.8967397222393","12.483129155533","0",""
"70079","NAZIONALE- QUIRINALE","41.8970538669789","12.4878433230229","0",""
"70080","FLAMINIA- CANTALUPO","41.9546436213206","12.4848637942987","0",""
"70081","NAZIONALE- PALAZZO ESPOSIZIONI","41.8984554315788","12.4899044771426","0",""
"70082","NAZIONALE- QUATTRO FONTANE","41.8999873705289","12.4922866439191","0",""
"70083","FLAMINIA- STAZIONE DUE PONTI","41.9555711243721","12.4849419221534","0",""
"70084","NAZIONALE- TORINO","41.9018441547251","12.4951140996065","0",""
"70085","TERME DIOCLEZIANO","41.9018287310907","12.497102458682","0",""
"70087","LITORANEA- VARCO 4","41.6608970346298","12.410603270609","0",""
"70088","LITORANEA- VARCO 5","41.6582289258887","12.4147580195939","0",""
"70092","TOMACELLI","41.9048943147962","12.4761063180609","0",""
"70093","GREGORIO SETTIMO- RANUCCI","41.8965592029489","12.449897912906","0",""
"70095","LAGO MAGGIORE","41.6485936544621","12.4310913353325","0",""
"70096","PO- SESIA","41.658859846882","12.4224147374057","0",""
"70097","PORTUENSE- CAMPI SPORTIVI","41.8420413933716","12.3854023054349","0",""
"70098","PORTUENSE- CAMPI SPORTIVI","41.8419535296267","12.3857013439707","0",""
"70100","PIAZZA DELLA ROVERE","41.8994987883053","12.46155202265","0",""
"70101","LUNGOTEVERE GIANICOLENSE- REGINA COELI","41.8961584732137","12.4648171376866","0",""
"70102","LUNGOTEVERE FARNESINA","41.8944020425663","12.4669210243172","0",""
"70103","LUNGOTEVERE FARNESINA- TRILUSSA","41.89241398361","12.4694592366049","0",""
"70104","GIANICOLENSE- CASALETTO","41.8775162452365","12.4412708624668","0",""
"70105","ARENULA- MINISTERO GRAZIA E GIUSTIZIA","41.8922482558349","12.4748005254464","0",""
"70106","ISOLA FARNESE- VALLE BOSCO","42.0188518536184","12.3888310023968","0",""
"70107","ISOLA FARNESE- VALLE BOSCO","42.0188557008289","12.388604403233","0",""
"70108","CERNAIA","41.9046645249706","12.4977708112329","0",""
"70110","PALESTRO","41.9079913438986","12.5005843028562","0",""
"70111","PORTA PIA","41.9086590149495","12.5021303666728","0",""
"70112","CROCE ROSSA","41.9080462683616","12.5042783648191","0",""
"70117","PADRE SEMERIA- VALIGNANO","41.8657329760134","12.4946657057447","0",""
"70118","RAVENNA- PIAZZA","41.9129931625048","12.5189278818534","0",""
"70120","LORENZO IL MAGNIFICO- STAMIRA","41.9131462411331","12.5218445738391","0",""
"70121","LORENZO IL MAGNIFICO- DA PROCIDA","41.9119136312094","12.5255017148241","0",""
"70122","LORENZO IL MAGNIFICO- TEODORICO","41.9109418840535","12.5284240664426","0",""
"70123","STAZIONE TIBURTINA ","41.9098029790827","12.5295164506235","0",""
"70124","PADRE SEMERIA- COLOMBO","41.8635178325541","12.4965561796729","0",""
"70126","BOLOGNA ","41.9145227844951","12.5221992346639","0",""
"70127","RAVENNA- PIAZZA","41.9131615903947","12.5192203695201","0",""
